Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
405;26622;"Journal of Optoelectronics and Advanced Materials";journal;"14544164";0,204;Q3;41;120;665;3397;275;665;0,44;28,31;Romania;"National Institute of Research and Development for Optoelectronics";"Electrical and Electronic Engineering (Q3); Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
406;3300147412;"IEEJ Transactions on Electronics, Information and Systems";journal;"03854221";0,204;Q3;16;238;781;2884;118;752;0,17;12,12;Japan;"The Institute of Electrical Engineers of Japan";"Electrical and Electronic Engineering (Q3)"
407;19163;"Russian Electrical Engineering";journal;"10683712";0,204;Q3;12;165;419;1207;607;414;1,59;7,32;United States;"Allerton Press Inc.";"Electrical and Electronic Engineering (Q3)"
408;17543;"Wireless Communications and Mobile Computing";journal;"15308677, 15308669";0,203;Q3;54;218;513;7335;459;512;0,89;33,65;Egypt;"Hindawi Limited";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3)"
409;21113;"International Journal of Nanotechnology";journal;"14757435";0,202;Q3;31;94;283;2313;125;277;0,43;24,61;United Kingdom;"Inderscience Publishers";"Electrical and Electronic Engineering (Q3); Bioengineering (Q4); Condensed Matter Physics (Q4); Materials Chemistry (Q4); Nanoscience and Nanotechnology (Q4)"
410;17600155058;"Journal of Semiconductor Technology and Science";journal;"15981657";0,202;Q3;14;117;319;1759;151;311;0,42;15,03;South Korea;"The Institute of Electronics Engineers of Korea";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
411;51658;"NTT Technical Review";journal;"13483447";0,202;Q3;13;126;379;523;60;371;0,16;4,15;Japan;"Telecommunications Association";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4)"
412;20868;"Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika)";journal;"00402508";0,202;Q3;12;48;448;711;99;448;0,20;14,81;United States;"Begell House";"Electrical and Electronic Engineering (Q3)"
413;19700174723;"SAE International Journal of Passenger Cars - Electronic and Electrical Systems";journal;"19464622, 19464614";0,202;Q3;11;57;157;778;82;157;0,60;13,65;United States;"Society of Automotive Engineers";"Automotive Engineering (Q3); Electrical and Electronic Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Control and Systems Engineering (Q4)"
414;15489;"International Journal of Nanoscience";journal;"0219581X";0,201;Q3;20;66;126;1323;70;124;0,59;20,05;Singapore;"World Scientific Publishing Co";"Biotechnology (Q3); Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3); Bioengineering (Q4); Computer Science Applications (Q4); Condensed Matter Physics (Q4); Nanoscience and Nanotechnology (Q4)"
415;21100197345;"Journal of Robotics and Mechatronics";journal;"09153942, 18838049";0,201;Q3;14;109;298;2411;156;289;0,55;22,12;Japan;"Fuji Technology Press";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3)"
416;18000156702;"Advances in Electrical and Computer Engineering";journal;"18447600, 15827445";0,200;Q3;19;63;216;1902;182;216;0,86;30,19;Romania;"University of Suceava";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3)"
417;16754;"Guangdian Gongcheng/Opto-Electronic Engineering";journal;"1003501X";0,200;Q3;18;78;559;2497;121;559;0,22;32,01;China;"Chinese Academy of Sciences";"Electrical and Electronic Engineering (Q3)"
418;17700155304;"International Journal of Mechatronics and Manufacturing Systems";journal;"17531047, 17531039";0,199;Q3;11;18;57;384;24;54;0,51;21,33;United Kingdom;"Inderscience Publishers";"Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3)"
419;4800152315;"Advances in Radio Science";journal;"16849965";0,199;Q3;17;36;99;587;46;99;0,37;16,31;Germany;"Copernicus Gesellschaften";"Electrical and Electronic Engineering (Q3)"
420;32478;"Radioelectronics and Communications Systems";journal;"07352727";0,198;Q3;9;59;199;1123;75;199;0,37;19,03;United States;"Natsionl'nyi Tekhhichnyi Universiytet Ukrainy";"Electrical and Electronic Engineering (Q3)"
421;6400153154;"Journal of Control Science and Engineering";journal;"16875249, 16875257";0,196;Q3;14;72;173;1742;117;170;0,73;24,19;Egypt;"Hindawi Publishing Corporation";"Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4); Modeling and Simulation (Q4)"
422;15109;"IEICE Transactions on Information and Systems";journal;"09168532";0,195;Q3;45;398;1163;8127;670;1101;0,63;20,42;Japan;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q4)"
423;21100207636;"Technical Electrodynamics";journal;"22181903, 16077970";0,195;Q3;9;71;350;824;118;350;0,38;11,61;Ukraine;"National Academy of Sciences of Ukraine";"Electrical and Electronic Engineering (Q3); Energy Engineering and Power Technology (Q3)"
424;19600157303;"Light and Engineering";journal;"02362945";0,195;Q3;6;85;175;1148;28;173;0,15;13,51;Russian Federation;"Znack Publishing House";"Electrical and Electronic Engineering (Q3)"
425;3300147409;"IEEJ Transactions on Industry Applications";journal;"13488163, 09136339";0,194;Q3;28;126;436;1574;213;432;0,49;12,49;Japan;"The Institute of Electrical Engineers of Japan";"Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3)"
426;21100463939;"Journal of Engineering";journal;"23144904, 23144912";0,194;Q3;10;32;141;930;138;140;1,09;29,06;Egypt;"Hindawi Publishing Corporation";"Chemical Engineering (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Civil and Structural Engineering (Q4)"
427;18200;"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields";journal;"08943370, 10991204";0,192;Q3;26;103;226;2119;150;223;0,63;20,57;United States;"John Wiley & Sons Inc.";"Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4); Modeling and Simulation (Q4)"
428;18040;"Journal of Electronic Testing: Theory and Applications (JETTA)";journal;"09238174, 15730727";0,191;Q3;30;62;180;1637;139;159;0,72;26,40;Netherlands;"Kluwer Academic Publishers";"Electrical and Electronic Engineering (Q3)"
429;27686;"Xi'an Dianzi Keji Daxue Xuebao/Journal of Xidian University";journal;"10012400";0,189;Q3;15;184;589;2404;266;589;0,48;13,07;China;"Science Press";"Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4)"
430;14644;"Guofang Keji Daxue Xuebao/Journal of National University of Defense Technology";journal;"10012486";0,188;Q3;15;180;552;3047;156;552;0,26;16,93;China;"Guofang Keji Daxue/National University of Defence Technology";"Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3); Mechanical Engineering (Q4); Modeling and Simulation (Q4)"
431;130012;"IETE Journal of Research";journal;"03772063, 0974780X";0,187;Q3;18;170;232;2334;199;222;0,86;13,73;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4); Theoretical Computer Science (Q4)"
432;3300147408;"IEEJ Transactions on Fundamentals and Materials";journal;"03854205, 13475533";0,187;Q3;19;127;399;1331;100;397;0,25;10,48;Japan;"The Institute of Electrical Engineers of Japan";"Electrical and Electronic Engineering (Q3)"
433;19700201406;"Advances in Power Electronics";journal;"20901828, 2090181X";0,184;Q3;9;3;24;62;11;24;0,27;20,67;Egypt;"Hindawi Publishing Corporation";"Electrical and Electronic Engineering (Q3)"
434;19700186823;"International Journal of Microwave and Wireless Technologies";journal;"17590787";0,184;Q3;15;233;377;4022;215;362;0,50;17,26;United Kingdom;"Cambridge University Press";"Electrical and Electronic Engineering (Q3)"
435;8300153129;"Transactions of the Korean Institute of Electrical Engineers";journal;"19758359";0,183;Q3;8;268;870;3398;138;869;0,15;12,68;South Korea;"Korean Institute of Electrical Engineers";"Electrical and Electronic Engineering (Q3)"
436;6400153166;"Optoelectronics Letters";journal;"19935013, 16731905";0,182;Q3;16;113;352;1904;148;352;0,49;16,85;Germany;"Springer Verlag";"Electrical and Electronic Engineering (Q3); Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electronic, Optical and Magnetic Materials (Q4)"
437;21100799500;"Indonesian Journal of Electrical Engineering and Computer Science";journal;"25024752, 25024760";0,182;Q3;6;382;312;6503;157;312;0,50;17,02;Indonesia;"Institute of Advanced Engineering and Science (IAES)";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Signal Processing (Q3); Control and Optimization (Q4); Information Systems (Q4)"
438;17931;"Integrated Ferroelectrics";journal;"10584587";0,182;Q3;35;189;594;3614;232;580;0,37;19,12;Switzerland;"Gordon and Breach Science Publishers";"Electrical and Electronic Engineering (Q3); Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Control and Systems Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Chemistry (Q4)"
439;19700190300;"WSEAS Transactions on Power Systems";journal;"17905060, 2224350X";0,181;Q3;10;0;51;0;38;51;0,00;0,00;Greece;"World Scientific and Engineering Academy and Society";"Electrical and Electronic Engineering (Q3); Energy (miscellaneous) (Q3)"
440;19700183048;"Journal of Electrical and Electronics Engineering";journal;"18446035, 20672128";0,181;Q3;7;29;80;460;22;80;0,14;15,86;Romania;"Editura Universitati din Oradea";"Electrical and Electronic Engineering (Q3)"
441;12227;"Lasers in Engineering";journal;"08981507, 1029029X";0,180;Q3;14;83;245;1618;98;243;0,33;19,49;United States;"Old City Publishing Inc.";"Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Atomic and Molecular Physics, and Optics (Q4)"
442;16128;"Electromagnetics";journal;"02726343, 1532527X";0,179;Q3;29;48;141;884;73;140;0,48;18,42;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4); Radiation (Q4)"
443;19500157222;"International Journal of Signal and Imaging Systems Engineering";journal;"17480698, 17480701";0,179;Q3;9;33;108;1151;56;106;0,70;34,88;United Kingdom;"Inderscience Publishers";"Electrical and Electronic Engineering (Q3); Control and Systems Engineering (Q4)"
444;21100305241;"World Journal of Engineering";journal;"17085284";0,178;Q3;3;72;209;1714;63;208;0,37;23,81;United Kingdom;"Emerald Group Publishing Ltd.";"Electrical and Electronic Engineering (Q3); Geotechnical Engineering and Engineering Geology (Q3); Civil and Structural Engineering (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)"
445;26076;"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences";journal;"09168508";0,177;Q3;48;412;1118;7316;499;1069;0,45;17,76;Japan;"Maruzen Co., Ltd/Maruzen Kabushikikaisha";"Electrical and Electronic Engineering (Q3); Signal Processing (Q3); Applied Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4)"
446;21100406800;"International Journal of Engineering and Technology Innovation";journal;"22235329, 2226809X";0,176;Q3;3;24;49;684;33;48;0,69;28,50;Taiwan;"Taiwan Association of Engineering and Technology Innovation";"Electrical and Electronic Engineering (Q3); Civil and Structural Engineering (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)"
447;21100200818;"International Journal of Microwave and Optical Technology";journal;"15530396";0,175;Q3;7;63;199;1200;103;199;0,71;19,05;United States;"Electrical Engineering Department, University of Nevada";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
448;3300147414;"IEEJ Transactions on Sensors and Micromachines";journal;"13475525, 13418939";0,174;Q3;14;87;264;1063;62;248;0,20;12,22;Japan;"The Institute of Electrical Engineers of Japan";"Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q4)"
449;29780;"IEEE Engineering Management Review";journal;"03608581";0,173;Q3;14;49;112;446;18;97;0,19;9,10;United States;"Institute of Electrical and Electronics Engineers";"Electrical and Electronic Engineering (Q3); Strategy and Management (Q3)"
450;13024;"Acta Cybernetica";journal;"0324721X";0,172;Q3;14;37;64;877;26;62;0,34;23,70;Hungary;"Szegedi Tudomanyegyetern/University of Szeged";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Computational Theory and Mathematics (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Software (Q4); Theoretical Computer Science (Q4)"
451;26046;"Journal of Circuits, Systems and Computers";journal;"02181266";0,172;Q3;23;247;517;6329;323;512;0,65;25,62;Singapore;"World Scientific Publishing Co";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q4)"
452;26102;"Informacije MIDEM";journal;"03529045";0,172;Q3;15;29;104;703;61;97;0,59;24,24;Slovenia;"Strokovno Drustvo za Mikroelektroniko";"Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q4)"
453;21100197510;"Journal of Electrical and Computer Engineering";journal;"20900155, 20900147";0,171;Q3;17;80;234;1818;151;227;0,61;22,73;Egypt;"Hindawi Publishing Corporation";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q3); Signal Processing (Q4)"
454;19201;"Sensor Letters";journal;"15461971, 1546198X";0,171;Q3;30;98;653;3007;288;644;0,56;30,68;United States;"American Scientific Publishers";"Electrical and Electronic Engineering (Q3); Atomic and Molecular Physics, and Optics (Q4)"
455;96848;"Dianbo Kexue Xuebao/Chinese Journal of Radio Science";journal;"10050388";0,170;Q3;19;65;568;1050;135;568;0,24;16,15;China;"China Research Inst of Radiowave Propagation";"Electrical and Electronic Engineering (Q3)"
456;21100820619;"Periodica polytechnica Electrical engineering and computer science";journal;"20645260, 20645279";0,170;Q3;9;33;76;1051;48;72;0,66;31,85;Hungary;"Budapest University of Technology and Economics";"Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Computer Science Applications (Q4); Information Systems (Q4); Signal Processing (Q4); Software (Q4)"
457;19700186836;"Proceedings of the Institution of Mechanical Engineers, Part N: Journal of Nanoengineering and Nanosystems";journal;"20413092, 17403499";0,169;Q3;12;0;76;0;40;74;0,56;0,00;United States;"SAGE Publications";"Electrical and Electronic Engineering (Q3); Materials Science (miscellaneous) (Q3); Condensed Matter Physics (Q4); Nanoscience and Nanotechnology (Q4)"
458;17299;"IEEE Potentials";journal;"02786648";0,167;Q3;27;72;197;126;112;154;0,61;1,75;United States;"Institute of Electrical and Electronics Engineers";"Electrical and Electronic Engineering (Q3); Education (Q4); Strategy and Management (Q4)"
459;21100407601;"Acta IMEKO";journal;"2221870X";0,165;Q4;5;61;120;975;67;114;0,59;15,98;Hungary;"International Measurement Confederation (IMECO)";"Electrical and Electronic Engineering (Q4); Instrumentation (Q4); Mechanical Engineering (Q4)"
460;5300152204;"IEICE Electronics Express";journal;"13492543";0,164;Q4;31;326;865;4247;449;46;14,53;13,03;Japan;"Institute of Electronics, Information and Communication Engineers";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
461;19700186895;"Progress in Superconductivity and Cryogenics (PSAC)/Journal of the Korea Institute of Applied Superconductivity and Cryogenics";journal;"12293008";0,164;Q4;5;41;127;734;39;127;0,39;17,90;South Korea;"Korea Institute of Applied Superconductivity and Cryogenics";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
462;17318;"IEEE Spectrum";journal;"00189235";0,159;Q4;57;189;450;0;240;372;0,70;0,00;United States;"Institute of Electrical and Electronics Engineers";"Electrical and Electronic Engineering (Q4)"
463;20449;"International Journal of Manufacturing Technology and Management";journal;"13682148, 17415195";0,159;Q4;18;32;66;1596;29;63;0,53;49,88;United Kingdom;"Inderscience Publishers";"Industrial and Manufacturing Engineering (Q3); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)"
464;26149;"International Journal of High Speed Electronics and Systems";journal;"01291564";0,159;Q4;19;27;88;858;28;82;0,36;31,78;Singapore;"World Scientific Publishing Co";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Hardware and Architecture (Q4)"
465;25550;"Information Display";journal;"03620972";0,158;Q4;16;45;148;240;25;106;0,28;5,33;United States;"Wiley-Blackwell";"Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4)"
466;21100268428;"Journal of ICT Research and Applications";journal;"23375787";0,157;Q4;5;18;50;437;34;50;0,67;24,28;Indonesia;"Institut Teknologi Bandung (ITB)";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4)"
467;100147302;"Istanbul University - Journal of Electrical and Electronics Engineering";journal;"13030914";0,157;Q4;8;54;56;1193;17;56;0,34;22,09;Turkey;"Istanbul Universitesi Eczacilik Fakultesi";"Electrical and Electronic Engineering (Q4)"
468;21100812121;"Serbian Journal of Electrical Engineering";journal;"14514869, 22177183";0,157;Q4;3;29;30;525;19;29;0,66;18,10;Serbia;"University of Kragujevac, Faculty of Science";"Computer Networks and Communications (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Hardware and Architecture (Q4); Mechanical Engineering (Q4)"
469;18868;"International Journal of Vehicle Autonomous Systems";journal;"17415306, 14710226";0,155;Q4;20;9;27;220;11;27;0,44;24,44;United Kingdom;"Inderscience Publishers";"Automotive Engineering (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)"
470;17700155303;"International Journal of Biometrics";journal;"17558301, 1755831X";0,155;Q4;12;19;57;706;27;57;0,36;37,16;United Kingdom;"Inderscience Publishers";"Applied Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4)"
471;19573;"Journal of Optical Communications";journal;"01734911";0,154;Q4;12;151;149;1476;49;146;0,25;9,77;Germany;"Walter de Gruyter GmbH";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4)"
472;21100444341;"Advanced Electromagnetics";journal;"21190275";0,154;Q4;8;47;71;1042;47;71;0,64;22,17;France;"Advance Electromagnetics";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Radiation (Q4)"
473;16742;"Furukawa Review";journal;"09119280";0,154;Q4;11;15;30;110;6;28;0,24;7,33;Japan;"Furukawa Electric Co. Ltd.";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4)"
474;19700201512;"IPSJ Transactions on System LSI Design Methodology";journal;"18826687";0,153;Q4;9;5;38;157;29;35;0,78;31,40;Japan;"Information Processing Society of Japan";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4)"
475;13218;"Bandaoti Guangdian/Semiconductor Optoelectronics";journal;"10015868";0,152;Q4;10;191;686;2413;96;686;0,14;12,63;China;"Chongqing Guangdian Jishu Yanjiusuo";"Electrical and Electronic Engineering (Q4)"
476;144988;"Revue Francaise de Photogrammetrie et de Teledetection";journal;"17689791";0,150;Q4;6;24;73;454;13;69;0,15;18,92;France;"Societe Francaise de Photogrammetrie et de Teledetection";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4)"
477;19515;"International Journal of Wireless Information Networks";journal;"10689605";0,149;Q4;24;44;92;1238;58;89;0,62;28,14;United States;"Kluwer Academic/Plenum Publishers";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4)"
478;24283;"Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China";journal;"10010548";0,149;Q4;14;148;492;2934;116;492;0,20;19,82;China;"University of Electronic Science and Technology of China";"Electrical and Electronic Engineering (Q4)"
479;68682;"Optoelectronics, Instrumentation and Data Processing (English translation of Avtometriya)";journal;"87566990";0,149;Q4;7;86;259;1526;85;259;0,34;17,74;United States;"Allerton Press Inc.";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Instrumentation (Q4)"
480;21100831436;"Journal of The Institution of Engineers (India): Series B";journal;"22502114, 22502106";0,148;Q4;6;65;152;1443;64;144;0,39;22,20;India;"Springer India";"Computer Science (miscellaneous) (Q3); Electrical and Electronic Engineering (Q4)"
481;19700183013;"Iranian Journal of Electrical and Electronic Engineering";journal;"17352827, 23833890";0,148;Q4;10;40;105;1032;43;105;0,27;25,80;Iran;"Iran University of Science and Technology";"Electrical and Electronic Engineering (Q4)"
482;11700154609;"UPB Scientific Bulletin, Series C: Electrical Engineering";journal;"1454234X";0,146;Q4;9;79;255;1343;48;255;0,18;17,00;Romania;"Universitatea Politehnica Bucuresti";"Electrical and Electronic Engineering (Q4)"
483;20500195068;"Journal of Microwaves, Optoelectronics and Electromagnetic Applications";journal;"21791074";0,146;Q4;12;76;101;1518;68;100;0,83;19,97;Brazil;"Brazilian Microwave and Optoelectronics Society";"Electrical and Electronic Engineering (Q4)"
484;144631;"Elektrotechnik und Informationstechnik";journal;"0932383X";0,146;Q4;14;102;259;811;68;224;0,29;7,95;Germany;"Springer Verlag";"Electrical and Electronic Engineering (Q4)"
485;26993;"International Journal of Power and Energy Systems";journal;"10783466";0,144;Q4;15;12;61;274;15;61;0,27;22,83;Canada;"ACTA Press";"Applied Mathematics (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)"
486;27175;"SMT Surface Mount Technology Magazine";journal;"15298930";0,143;Q4;8;110;360;171;13;257;0,06;1,55;United States;"PennWell Publishing Co.";"Electrical and Electronic Engineering (Q4)"
487;21100230800;"Journal of Communications";journal;"17962021";0,143;Q4;27;82;398;1804;218;395;0,46;22,00;United States;"Engineering and Technology Publishing";"Electrical and Electronic Engineering (Q4)"
488;21100229111;"Journal of Telecommunications and Information Technology";journal;"18998852, 15094553";0,142;Q4;7;52;138;1075;83;129;0,68;20,67;Poland;"National Institute of Telecommunications";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)"
489;17700155307;"Chongqing Daxue Xuebao/Journal of Chongqing University";journal;"1000582X";0,142;Q4;13;84;409;1638;69;409;0,16;19,50;China;"Chinese Electronic Periodical Services";"Civil and Structural Engineering (Q4); Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Materials Science (miscellaneous) (Q4)"
490;5600152819;"Advances in OptoElectronics";journal;"16875648, 1687563X";0,141;Q4;19;7;26;220;13;26;0,32;31,43;Egypt;"Hindawi Publishing Corporation";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
491;21100327713;"International Journal of Automation and Smart Technology";journal;"22239766";0,141;Q4;6;24;92;562;31;87;0,27;23,42;Taiwan;"Chinese Institute of Automation Engineers (CIAE)";"Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Signal Processing (Q4)"
492;78090;"International Journal of Engineering Intelligent Systems for Electrical Engineering and Communications";journal;"09691170";0,140;Q4;16;5;58;110;6;55;0,08;22,00;United Kingdom;"C R L Publishing Ltd.";"Computer Science Applications (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)"
493;19700186827;"Open Electrical and Electronic Engineering Journal";journal;"18741290";0,140;Q4;5;17;220;341;24;218;0,10;20,06;United Arab Emirates;"Bentham Science Publishers";"Electrical and Electronic Engineering (Q4)"
494;17751;"Beijing Youdian Xueyuan Xuebao/Journal of Beijing University of Posts And Telecommunications";journal;"10005145";0,138;Q4;14;132;503;1512;113;503;0,22;11,45;China;"Beijing University Press";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4)"
495;19900193584;"International Journal of Microwave Science and Technology";journal;"16875826, 16875834";0,136;Q4;7;1;39;11;36;39;0,71;11,00;Egypt;"Hindawi Publishing Corporation";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Radiation (Q4)"
496;18673;"Active and Passive Electronic Components";journal;"08827516, 15635031";0,136;Q4;19;19;45;378;20;43;0,32;19,89;Egypt;"Hindawi Publishing Corporation";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
497;18580;"Microwave Journal";journal;"01926225";0,136;Q4;25;94;262;578;56;262;0,25;6,15;United States;"Horizon House Publications";"Electrical and Electronic Engineering (Q4)"
498;16066;"Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi)";journal;"04247760, 15206416";0,136;Q4;23;114;326;1708;85;326;0,19;14,98;United States;"John Wiley & Sons Inc.";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)"
499;21100332206;"Journal of Telecommunication, Electronic and Computer Engineering";journal;"21801843";0,134;Q4;5;782;377;16014;160;377;0,43;20,48;Malaysia;"Universiti Teknikal Malaysia Melaka";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4)"
500;19900191968;"Journal of Communications Software and Systems";journal;"18456421";0,134;Q4;9;19;58;551;18;57;0,38;29,00;Croatia;"University of Split";"Electrical and Electronic Engineering (Q4); Software (Q4)"
501;24776;"EPE Journal (European Power Electronics and Drives Journal)";journal;"09398368";0,131;Q4;22;17;68;478;18;61;0,08;28,12;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q4)"
502;13000154722;"Journal of Low Power Electronics";journal;"15462005, 15461998";0,131;Q4;14;65;174;1763;61;168;0,34;27,12;United States;"American Scientific Publishers";"Electrical and Electronic Engineering (Q4)"
503;20000195053;"International Journal of Circuits, Systems and Signal Processing";journal;"19984464";0,131;Q4;8;63;201;1364;73;200;0,41;21,65;United States;"North Atlantic University Union NAUN";"Electrical and Electronic Engineering (Q4); Signal Processing (Q4)"
504;16651;"Elektrotehniski Vestnik/Electrotechnical Review";journal;"00135852";0,130;Q4;8;39;130;766;8;129;0,05;19,64;Slovenia;"Elektrotechniska Zveza Slovenije";"Electrical and Electronic Engineering (Q4)"
505;82643;"Australian Journal of Electrical and Electronics Engineering";journal;"1448837X";0,130;Q4;11;5;97;94;19;96;0,18;18,80;United Kingdom;"Taylor & Francis";"Electrical and Electronic Engineering (Q4)"
506;21049;"Gongneng Cailiao/Journal of Functional Materials";journal;"10019731";0,129;Q4;14;379;2249;8438;388;2249;0,16;22,26;China;"Chongging Yibiao Cailiao Yanjiusuo/Chongqing Instrument Materials Research Institute";"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Chemistry (Q4)"
507;24771;"Membrane Technology";journal;"09582118";0,129;Q4;19;16;39;238;3;34;0,13;14,88;Netherlands;"Elsevier BV";"Industrial and Manufacturing Engineering (Q3); Chemistry (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Materials Science (miscellaneous) (Q4)"
508;21100325719;"International Journal of Mechatronics and Automation";journal;"20451059, 20451067";0,129;Q4;13;0;46;0;38;46;1,36;0,00;Switzerland;"Inderscience Publishers";"Industrial and Manufacturing Engineering (Q3); Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Mechanics (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)"
509;5100155008;"Journal of Microelectronics and Electronic Packaging";journal;"15558037, 15514897";0,129;Q4;16;15;77;288;16;77;0,15;19,20;United States;"International Microelectronics And Packaging Society";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
510;16718;"Frequenz";journal;"00161136";0,128;Q4;22;103;196;1616;74;194;0,35;15,69;Germany;"Walter de Gruyter GmbH";"Electrical and Electronic Engineering (Q4)"
